---------------
WORDS: formed treatment observed 

and RESULT ITEMS:
SCORE: 6.860756 | ITEM NUMBER 1 | ITEM ID: 1355422
SCORE: 4.017412 | ITEM NUMBER 379 | ITEM ID: 1080471
SCORE: 4.017339 | ITEM NUMBER 380 | ITEM ID: 2231261
SCORE: 4.011147 | ITEM NUMBER 381 | ITEM ID: 2001005
SCORE: 4.008783 | ITEM NUMBER 382 | ITEM ID: 660934
SCORE: 4.004311 | ITEM NUMBER 383 | ITEM ID: 2342053
SCORE: 3.997913 | ITEM NUMBER 384 | ITEM ID: 1088512
SCORE: 3.993302 | ITEM NUMBER 385 | ITEM ID: 648860
SCORE: 3.986547 | ITEM NUMBER 386 | ITEM ID: 1365659
SCORE: 3.985995 | ITEM NUMBER 387 | ITEM ID: 1126693
SCORE: 3.983299 | ITEM NUMBER 388 | ITEM ID: 1120632
SCORE: 3.979877 | ITEM NUMBER 389 | ITEM ID: 1254529
SCORE: 3.976766 | ITEM NUMBER 390 | ITEM ID: 1399701
SCORE: 3.965553 | ITEM NUMBER 391 | ITEM ID: 2040516
SCORE: 3.963636 | ITEM NUMBER 392 | ITEM ID: 1030244
SCORE: 3.961447 | ITEM NUMBER 393 | ITEM ID: 370484
SCORE: 3.959818 | ITEM NUMBER 394 | ITEM ID: 1081038
SCORE: 3.959742 | ITEM NUMBER 395 | ITEM ID: 371073
SCORE: 3.948798 | ITEM NUMBER 396 | ITEM ID: 1124952
SCORE: 3.948634 | ITEM NUMBER 397 | ITEM ID: 1209559
SCORE: 3.945451 | ITEM NUMBER 398 | ITEM ID: 972887
SCORE: 3.943498 | ITEM NUMBER 399 | ITEM ID: 1364473
SCORE: 3.938840 | ITEM NUMBER 400 | ITEM ID: 895546
SCORE: 3.937115 | ITEM NUMBER 401 | ITEM ID: 1033821
SCORE: 3.934628 | ITEM NUMBER 402 | ITEM ID: 2201625
SCORE: 3.932513 | ITEM NUMBER 403 | ITEM ID: 1070839
SCORE: 3.928101 | ITEM NUMBER 404 | ITEM ID: 2202931
SCORE: 3.927440 | ITEM NUMBER 405 | ITEM ID: 965060
SCORE: 3.925010 | ITEM NUMBER 406 | ITEM ID: 1095863
SCORE: 3.922432 | ITEM NUMBER 407 | ITEM ID: 2558894
SCORE: 3.921846 | ITEM NUMBER 408 | ITEM ID: 962176
SCORE: 3.918917 | ITEM NUMBER 409 | ITEM ID: 936869
SCORE: 3.916696 | ITEM NUMBER 410 | ITEM ID: 1762725
SCORE: 3.916577 | ITEM NUMBER 411 | ITEM ID: 1041170
SCORE: 3.910431 | ITEM NUMBER 412 | ITEM ID: 1215430
SCORE: 3.909817 | ITEM NUMBER 413 | ITEM ID: 1352639
SCORE: 3.900923 | ITEM NUMBER 414 | ITEM ID: 2226473
SCORE: 3.900005 | ITEM NUMBER 415 | ITEM ID: 761732
SCORE: 3.898263 | ITEM NUMBER 416 | ITEM ID: 41364
SCORE: 3.895478 | ITEM NUMBER 417 | ITEM ID: 1294229
SCORE: 3.887895 | ITEM NUMBER 418 | ITEM ID: 1659928
SCORE: 3.882648 | ITEM NUMBER 419 | ITEM ID: 1087218
SCORE: 3.882606 | ITEM NUMBER 420 | ITEM ID: 2462688
SCORE: 3.882534 | ITEM NUMBER 421 | ITEM ID: 1089676
SCORE: 3.882082 | ITEM NUMBER 422 | ITEM ID: 2104225
SCORE: 3.877552 | ITEM NUMBER 423 | ITEM ID: 1841299
SCORE: 3.874680 | ITEM NUMBER 424 | ITEM ID: 2419485
SCORE: 3.874558 | ITEM NUMBER 425 | ITEM ID: 1399098
SCORE: 3.872517 | ITEM NUMBER 426 | ITEM ID: 320646
SCORE: 3.871731 | ITEM NUMBER 427 | ITEM ID: 1621160
SCORE: 3.870388 | ITEM NUMBER 428 | ITEM ID: 945636
SCORE: 3.870255 | ITEM NUMBER 429 | ITEM ID: 232794
SCORE: 3.868939 | ITEM NUMBER 430 | ITEM ID: 2151002
SCORE: 3.868899 | ITEM NUMBER 431 | ITEM ID: 1352470
SCORE: 3.863046 | ITEM NUMBER 432 | ITEM ID: 1815390
SCORE: 3.861233 | ITEM NUMBER 433 | ITEM ID: 1723319
SCORE: 3.860164 | ITEM NUMBER 434 | ITEM ID: 961300
SCORE: 3.857824 | ITEM NUMBER 435 | ITEM ID: 1126009
SCORE: 3.856993 | ITEM NUMBER 436 | ITEM ID: 116175
SCORE: 3.853803 | ITEM NUMBER 437 | ITEM ID: 2510626
SCORE: 3.852501 | ITEM NUMBER 438 | ITEM ID: 294774
SCORE: 3.851136 | ITEM NUMBER 439 | ITEM ID: 650542
SCORE: 3.850887 | ITEM NUMBER 440 | ITEM ID: 112710
SCORE: 3.850299 | ITEM NUMBER 441 | ITEM ID: 949553
SCORE: 3.849089 | ITEM NUMBER 442 | ITEM ID: 1845419
SCORE: 3.848735 | ITEM NUMBER 443 | ITEM ID: 1095608
SCORE: 3.847535 | ITEM NUMBER 444 | ITEM ID: 1618418
SCORE: 3.846030 | ITEM NUMBER 445 | ITEM ID: 2107084
SCORE: 3.843313 | ITEM NUMBER 446 | ITEM ID: 971164
SCORE: 3.842788 | ITEM NUMBER 447 | ITEM ID: 1630778
SCORE: 3.842313 | ITEM NUMBER 448 | ITEM ID: 315618
SCORE: 3.838933 | ITEM NUMBER 449 | ITEM ID: 663121
SCORE: 3.835665 | ITEM NUMBER 450 | ITEM ID: 1616438
SCORE: 3.834261 | ITEM NUMBER 451 | ITEM ID: 2238103
SCORE: 3.827836 | ITEM NUMBER 452 | ITEM ID: 699689
SCORE: 3.826629 | ITEM NUMBER 453 | ITEM ID: 1824262
SCORE: 3.822544 | ITEM NUMBER 454 | ITEM ID: 2342025
SCORE: 3.822399 | ITEM NUMBER 455 | ITEM ID: 1886692
SCORE: 3.818585 | ITEM NUMBER 456 | ITEM ID: 1212911
SCORE: 3.815844 | ITEM NUMBER 457 | ITEM ID: 1965568
SCORE: 3.813857 | ITEM NUMBER 458 | ITEM ID: 237619
SCORE: 3.812260 | ITEM NUMBER 459 | ITEM ID: 1027741
SCORE: 3.809979 | ITEM NUMBER 460 | ITEM ID: 2337530
SCORE: 3.809330 | ITEM NUMBER 461 | ITEM ID: 1259010
SCORE: 3.809078 | ITEM NUMBER 462 | ITEM ID: 1188385
SCORE: 3.806984 | ITEM NUMBER 463 | ITEM ID: 1630211
SCORE: 3.803761 | ITEM NUMBER 464 | ITEM ID: 1483242
SCORE: 3.801375 | ITEM NUMBER 465 | ITEM ID: 1253123
SCORE: 3.801204 | ITEM NUMBER 466 | ITEM ID: 1368517
SCORE: 3.800328 | ITEM NUMBER 467 | ITEM ID: 1120816
SCORE: 3.799463 | ITEM NUMBER 468 | ITEM ID: 1087898
SCORE: 3.797722 | ITEM NUMBER 469 | ITEM ID: 539849
SCORE: 3.792858 | ITEM NUMBER 470 | ITEM ID: 218518
SCORE: 3.792858 | ITEM NUMBER 471 | ITEM ID: 1352441
SCORE: 3.789572 | ITEM NUMBER 472 | ITEM ID: 1673988
SCORE: 3.789505 | ITEM NUMBER 473 | ITEM ID: 1488356
SCORE: 3.788232 | ITEM NUMBER 474 | ITEM ID: 2104227
SCORE: 3.787746 | ITEM NUMBER 475 | ITEM ID: 1630260
SCORE: 3.784892 | ITEM NUMBER 476 | ITEM ID: 1824285
SCORE: 3.781375 | ITEM NUMBER 477 | ITEM ID: 769316
SCORE: 3.778722 | ITEM NUMBER 478 | ITEM ID: 2604376
SCORE: 3.777698 | ITEM NUMBER 479 | ITEM ID: 955841
SCORE: 3.777371 | ITEM NUMBER 480 | ITEM ID: 1114112
SCORE: 3.776356 | ITEM NUMBER 481 | ITEM ID: 2206164
SCORE: 3.775725 | ITEM NUMBER 482 | ITEM ID: 1226454
SCORE: 3.772323 | ITEM NUMBER 483 | ITEM ID: 964139
SCORE: 3.770112 | ITEM NUMBER 484 | ITEM ID: 235684
SCORE: 3.768611 | ITEM NUMBER 485 | ITEM ID: 1785151
SCORE: 3.767014 | ITEM NUMBER 486 | ITEM ID: 1341596
SCORE: 3.766254 | ITEM NUMBER 487 | ITEM ID: 1216753
SCORE: 3.762767 | ITEM NUMBER 488 | ITEM ID: 2086531
SCORE: 3.760064 | ITEM NUMBER 489 | ITEM ID: 1093839
SCORE: 3.758530 | ITEM NUMBER 490 | ITEM ID: 1292019
SCORE: 3.757463 | ITEM NUMBER 491 | ITEM ID: 1695985
SCORE: 3.756003 | ITEM NUMBER 492 | ITEM ID: 766244
SCORE: 3.753012 | ITEM NUMBER 493 | ITEM ID: 1749350
SCORE: 3.752907 | ITEM NUMBER 494 | ITEM ID: 1143357
SCORE: 3.747746 | ITEM NUMBER 495 | ITEM ID: 949323
SCORE: 3.745233 | ITEM NUMBER 496 | ITEM ID: 1430337
SCORE: 3.742717 | ITEM NUMBER 497 | ITEM ID: 1121773
SCORE: 3.740861 | ITEM NUMBER 498 | ITEM ID: 765558
SCORE: 3.740600 | ITEM NUMBER 499 | ITEM ID: 1733791
SCORE: 3.738283 | ITEM NUMBER 500 | ITEM ID: 1765045
SCORE: 3.736333 | ITEM NUMBER 501 | ITEM ID: 649180
SCORE: 3.734318 | ITEM NUMBER 502 | ITEM ID: 2291270
SCORE: 3.733392 | ITEM NUMBER 503 | ITEM ID: 2207219
SCORE: 3.732995 | ITEM NUMBER 504 | ITEM ID: 236987
SCORE: 3.722398 | ITEM NUMBER 505 | ITEM ID: 649250
SCORE: 3.720616 | ITEM NUMBER 506 | ITEM ID: 1701569
SCORE: 3.718961 | ITEM NUMBER 507 | ITEM ID: 1629973
SCORE: 3.716600 | ITEM NUMBER 508 | ITEM ID: 1825024
SCORE: 3.715876 | ITEM NUMBER 509 | ITEM ID: 2300431
SCORE: 3.712488 | ITEM NUMBER 510 | ITEM ID: 934031
SCORE: 3.712168 | ITEM NUMBER 511 | ITEM ID: 1704313
SCORE: 3.709683 | ITEM NUMBER 512 | ITEM ID: 1028766
SCORE: 3.706569 | ITEM NUMBER 513 | ITEM ID: 2231005
SCORE: 3.705921 | ITEM NUMBER 514 | ITEM ID: 1432055
SCORE: 3.704166 | ITEM NUMBER 515 | ITEM ID: 1826751
SCORE: 3.701132 | ITEM NUMBER 516 | ITEM ID: 1634553
SCORE: 3.699179 | ITEM NUMBER 517 | ITEM ID: 1121815
SCORE: 3.696616 | ITEM NUMBER 518 | ITEM ID: 315356
SCORE: 3.693248 | ITEM NUMBER 519 | ITEM ID: 1817969
SCORE: 3.692991 | ITEM NUMBER 520 | ITEM ID: 2193785
SCORE: 3.692057 | ITEM NUMBER 521 | ITEM ID: 2214158
SCORE: 3.691840 | ITEM NUMBER 522 | ITEM ID: 2237235
SCORE: 3.689630 | ITEM NUMBER 523 | ITEM ID: 342006
SCORE: 3.689554 | ITEM NUMBER 524 | ITEM ID: 1953406
SCORE: 3.687734 | ITEM NUMBER 525 | ITEM ID: 1405218
SCORE: 3.684360 | ITEM NUMBER 526 | ITEM ID: 1094093
SCORE: 3.683255 | ITEM NUMBER 527 | ITEM ID: 234543
SCORE: 3.683255 | ITEM NUMBER 528 | ITEM ID: 1308731
SCORE: 3.679435 | ITEM NUMBER 529 | ITEM ID: 1113471
SCORE: 3.678964 | ITEM NUMBER 530 | ITEM ID: 1837895
SCORE: 3.677992 | ITEM NUMBER 531 | ITEM ID: 1084475
SCORE: 3.677992 | ITEM NUMBER 532 | ITEM ID: 1352598
SCORE: 3.673091 | ITEM NUMBER 533 | ITEM ID: 1370886
SCORE: 3.671715 | ITEM NUMBER 534 | ITEM ID: 424397
SCORE: 3.671442 | ITEM NUMBER 535 | ITEM ID: 2155710
SCORE: 3.669790 | ITEM NUMBER 536 | ITEM ID: 1028998
SCORE: 3.669015 | ITEM NUMBER 537 | ITEM ID: 1127504
SCORE: 3.668059 | ITEM NUMBER 538 | ITEM ID: 2042196
SCORE: 3.666838 | ITEM NUMBER 539 | ITEM ID: 1806634
SCORE: 3.657109 | ITEM NUMBER 540 | ITEM ID: 2152776
SCORE: 3.655899 | ITEM NUMBER 541 | ITEM ID: 2001351
SCORE: 3.650171 | ITEM NUMBER 542 | ITEM ID: 1821419
SCORE: 3.649229 | ITEM NUMBER 543 | ITEM ID: 663719
SCORE: 3.648118 | ITEM NUMBER 544 | ITEM ID: 1201106
SCORE: 3.647122 | ITEM NUMBER 545 | ITEM ID: 2449156
SCORE: 3.646833 | ITEM NUMBER 546 | ITEM ID: 1620591
SCORE: 3.643395 | ITEM NUMBER 547 | ITEM ID: 1700014
SCORE: 3.642787 | ITEM NUMBER 548 | ITEM ID: 1143122
SCORE: 3.641123 | ITEM NUMBER 549 | ITEM ID: 2042762
SCORE: 3.641018 | ITEM NUMBER 550 | ITEM ID: 88054
SCORE: 3.639627 | ITEM NUMBER 551 | ITEM ID: 1149988
SCORE: 3.638386 | ITEM NUMBER 552 | ITEM ID: 1845430
SCORE: 3.637749 | ITEM NUMBER 553 | ITEM ID: 1837402
SCORE: 3.637748 | ITEM NUMBER 554 | ITEM ID: 1168408
SCORE: 3.629649 | ITEM NUMBER 555 | ITEM ID: 1832729
SCORE: 3.625278 | ITEM NUMBER 556 | ITEM ID: 1620003
SCORE: 3.624713 | ITEM NUMBER 557 | ITEM ID: 1816405
SCORE: 3.622458 | ITEM NUMBER 558 | ITEM ID: 1823060
SCORE: 3.619892 | ITEM NUMBER 559 | ITEM ID: 2176996
SCORE: 3.618786 | ITEM NUMBER 560 | ITEM ID: 2216558
SCORE: 3.618211 | ITEM NUMBER 561 | ITEM ID: 1824140
SCORE: 3.617657 | ITEM NUMBER 562 | ITEM ID: 695198
SCORE: 3.617657 | ITEM NUMBER 563 | ITEM ID: 1829599
SCORE: 3.614525 | ITEM NUMBER 564 | ITEM ID: 1941067
SCORE: 3.612136 | ITEM NUMBER 565 | ITEM ID: 513734
SCORE: 3.612136 | ITEM NUMBER 566 | ITEM ID: 521126
SCORE: 3.612136 | ITEM NUMBER 567 | ITEM ID: 216614
SCORE: 3.610009 | ITEM NUMBER 568 | ITEM ID: 1742847
SCORE: 3.609316 | ITEM NUMBER 569 | ITEM ID: 1783045
SCORE: 3.606403 | ITEM NUMBER 570 | ITEM ID: 1378272
SCORE: 3.605932 | ITEM NUMBER 571 | ITEM ID: 662299
SCORE: 3.603731 | ITEM NUMBER 572 | ITEM ID: 1060894
SCORE: 3.602545 | ITEM NUMBER 573 | ITEM ID: 968878
SCORE: 3.601015 | ITEM NUMBER 574 | ITEM ID: 2222217
SCORE: 3.598555 | ITEM NUMBER 575 | ITEM ID: 1322671
SCORE: 3.595726 | ITEM NUMBER 576 | ITEM ID: 120863
SCORE: 3.593884 | ITEM NUMBER 577 | ITEM ID: 1771673
SCORE: 3.590986 | ITEM NUMBER 578 | ITEM ID: 1199201
SCORE: 3.587502 | ITEM NUMBER 579 | ITEM ID: 1358879
SCORE: 3.580573 | ITEM NUMBER 580 | ITEM ID: 237550
SCORE: 3.577025 | ITEM NUMBER 581 | ITEM ID: 1127487
SCORE: 3.576571 | ITEM NUMBER 582 | ITEM ID: 962223
SCORE: 3.575905 | ITEM NUMBER 583 | ITEM ID: 2153551
SCORE: 3.574404 | ITEM NUMBER 584 | ITEM ID: 1697237
SCORE: 3.572577 | ITEM NUMBER 585 | ITEM ID: 1026482
SCORE: 3.571823 | ITEM NUMBER 586 | ITEM ID: 270138
SCORE: 3.570615 | ITEM NUMBER 587 | ITEM ID: 1032754
SCORE: 3.569007 | ITEM NUMBER 588 | ITEM ID: 346152
SCORE: 3.567893 | ITEM NUMBER 589 | ITEM ID: 1124940
SCORE: 3.567023 | ITEM NUMBER 590 | ITEM ID: 212177
SCORE: 3.563939 | ITEM NUMBER 591 | ITEM ID: 410888
SCORE: 3.561019 | ITEM NUMBER 592 | ITEM ID: 1708910
SCORE: 3.557279 | ITEM NUMBER 593 | ITEM ID: 1831710
SCORE: 3.556842 | ITEM NUMBER 594 | ITEM ID: 1841522
SCORE: 3.556515 | ITEM NUMBER 595 | ITEM ID: 1216558
SCORE: 3.555542 | ITEM NUMBER 596 | ITEM ID: 316282
SCORE: 3.554908 | ITEM NUMBER 597 | ITEM ID: 1785186
SCORE: 3.552989 | ITEM NUMBER 598 | ITEM ID: 1366168
SCORE: 3.552328 | ITEM NUMBER 599 | ITEM ID: 1341798
SCORE: 3.549129 | ITEM NUMBER 600 | ITEM ID: 262451
SCORE: 3.547646 | ITEM NUMBER 601 | ITEM ID: 1363931
SCORE: 3.547338 | ITEM NUMBER 602 | ITEM ID: 1846722
SCORE: 3.547096 | ITEM NUMBER 603 | ITEM ID: 323825
SCORE: 3.544763 | ITEM NUMBER 604 | ITEM ID: 1347560
SCORE: 3.542370 | ITEM NUMBER 605 | ITEM ID: 1198934
SCORE: 3.538870 | ITEM NUMBER 606 | ITEM ID: 368727
SCORE: 3.534087 | ITEM NUMBER 607 | ITEM ID: 1949637
SCORE: 3.532068 | ITEM NUMBER 608 | ITEM ID: 1158697
SCORE: 3.531101 | ITEM NUMBER 609 | ITEM ID: 2461560
SCORE: 3.530383 | ITEM NUMBER 610 | ITEM ID: 1818508
SCORE: 3.529677 | ITEM NUMBER 611 | ITEM ID: 1819695
SCORE: 3.529589 | ITEM NUMBER 612 | ITEM ID: 966775
SCORE: 3.529464 | ITEM NUMBER 613 | ITEM ID: 1397674
SCORE: 3.527260 | ITEM NUMBER 614 | ITEM ID: 1343333
SCORE: 3.526768 | ITEM NUMBER 615 | ITEM ID: 1975086
SCORE: 3.526534 | ITEM NUMBER 616 | ITEM ID: 1828764
SCORE: 3.522927 | ITEM NUMBER 617 | ITEM ID: 1372155
SCORE: 3.522432 | ITEM NUMBER 618 | ITEM ID: 1362361
SCORE: 3.520980 | ITEM NUMBER 619 | ITEM ID: 1121466
SCORE: 3.519763 | ITEM NUMBER 620 | ITEM ID: 1212256
SCORE: 3.518322 | ITEM NUMBER 621 | ITEM ID: 1869088
SCORE: 3.518050 | ITEM NUMBER 622 | ITEM ID: 1441782
SCORE: 3.516116 | ITEM NUMBER 623 | ITEM ID: 661264
SCORE: 3.514305 | ITEM NUMBER 624 | ITEM ID: 1629695
SCORE: 3.512943 | ITEM NUMBER 625 | ITEM ID: 1999117
SCORE: 3.512314 | ITEM NUMBER 626 | ITEM ID: 1057736
SCORE: 3.510914 | ITEM NUMBER 627 | ITEM ID: 1399264
SCORE: 3.508739 | ITEM NUMBER 628 | ITEM ID: 1367812
SCORE: 3.506493 | ITEM NUMBER 629 | ITEM ID: 947635
SCORE: 3.504693 | ITEM NUMBER 630 | ITEM ID: 1117951
SCORE: 3.504693 | ITEM NUMBER 631 | ITEM ID: 1125078
SCORE: 3.501974 | ITEM NUMBER 632 | ITEM ID: 1629159
SCORE: 3.501156 | ITEM NUMBER 633 | ITEM ID: 776064
SCORE: 3.497011 | ITEM NUMBER 634 | ITEM ID: 1175067
SCORE: 3.496144 | ITEM NUMBER 635 | ITEM ID: 2323956
SCORE: 3.495367 | ITEM NUMBER 636 | ITEM ID: 1211842
SCORE: 3.493820 | ITEM NUMBER 637 | ITEM ID: 932777
SCORE: 3.493697 | ITEM NUMBER 638 | ITEM ID: 1293726
SCORE: 3.491673 | ITEM NUMBER 639 | ITEM ID: 1829583
SCORE: 3.490758 | ITEM NUMBER 640 | ITEM ID: 963274
SCORE: 3.489987 | ITEM NUMBER 641 | ITEM ID: 81758
SCORE: 3.489867 | ITEM NUMBER 642 | ITEM ID: 307893
SCORE: 3.487421 | ITEM NUMBER 643 | ITEM ID: 1632761
SCORE: 3.486861 | ITEM NUMBER 644 | ITEM ID: 2200382
SCORE: 3.486861 | ITEM NUMBER 645 | ITEM ID: 115213
SCORE: 3.484665 | ITEM NUMBER 646 | ITEM ID: 84074
SCORE: 3.482416 | ITEM NUMBER 647 | ITEM ID: 1031603
SCORE: 3.480168 | ITEM NUMBER 648 | ITEM ID: 663470
SCORE: 3.479813 | ITEM NUMBER 649 | ITEM ID: 2212177
SCORE: 3.478725 | ITEM NUMBER 650 | ITEM ID: 2168468
SCORE: 3.471485 | ITEM NUMBER 651 | ITEM ID: 1441775
SCORE: 3.469165 | ITEM NUMBER 652 | ITEM ID: 1199875
SCORE: 3.468062 | ITEM NUMBER 653 | ITEM ID: 1672946
SCORE: 3.466384 | ITEM NUMBER 654 | ITEM ID: 2096116
SCORE: 3.462489 | ITEM NUMBER 655 | ITEM ID: 368368
SCORE: 3.462157 | ITEM NUMBER 656 | ITEM ID: 1141429
SCORE: 3.458330 | ITEM NUMBER 657 | ITEM ID: 1874879
SCORE: 3.455798 | ITEM NUMBER 658 | ITEM ID: 1126562
SCORE: 3.454653 | ITEM NUMBER 659 | ITEM ID: 1678049
SCORE: 3.449894 | ITEM NUMBER 660 | ITEM ID: 1041623
SCORE: 3.444558 | ITEM NUMBER 661 | ITEM ID: 40193
SCORE: 3.443768 | ITEM NUMBER 662 | ITEM ID: 1751567
SCORE: 3.443586 | ITEM NUMBER 663 | ITEM ID: 1518602
SCORE: 3.441727 | ITEM NUMBER 664 | ITEM ID: 1117441
SCORE: 3.440598 | ITEM NUMBER 665 | ITEM ID: 1730671
SCORE: 3.440579 | ITEM NUMBER 666 | ITEM ID: 1492200
SCORE: 3.434982 | ITEM NUMBER 667 | ITEM ID: 1293588
SCORE: 3.430665 | ITEM NUMBER 668 | ITEM ID: 49058
SCORE: 3.430156 | ITEM NUMBER 669 | ITEM ID: 991165
SCORE: 3.430043 | ITEM NUMBER 670 | ITEM ID: 1340434
SCORE: 3.428855 | ITEM NUMBER 671 | ITEM ID: 1973814
SCORE: 3.427733 | ITEM NUMBER 672 | ITEM ID: 1150317
SCORE: 3.423126 | ITEM NUMBER 673 | ITEM ID: 2233245
SCORE: 3.412946 | ITEM NUMBER 674 | ITEM ID: 2172908
SCORE: 3.412374 | ITEM NUMBER 675 | ITEM ID: 266224
SCORE: 3.411526 | ITEM NUMBER 676 | ITEM ID: 1895041
SCORE: 3.411488 | ITEM NUMBER 677 | ITEM ID: 1941617
SCORE: 3.408499 | ITEM NUMBER 678 | ITEM ID: 1717317
SCORE: 3.404809 | ITEM NUMBER 679 | ITEM ID: 1679526
SCORE: 3.402360 | ITEM NUMBER 680 | ITEM ID: 2093314
SCORE: 3.395730 | ITEM NUMBER 681 | ITEM ID: 2220708
SCORE: 3.392412 | ITEM NUMBER 682 | ITEM ID: 1026176
SCORE: 3.389349 | ITEM NUMBER 683 | ITEM ID: 109110
SCORE: 3.389025 | ITEM NUMBER 684 | ITEM ID: 974092
SCORE: 3.387789 | ITEM NUMBER 685 | ITEM ID: 690351
SCORE: 3.385446 | ITEM NUMBER 686 | ITEM ID: 960590
SCORE: 3.384251 | ITEM NUMBER 687 | ITEM ID: 1502730
SCORE: 3.381406 | ITEM NUMBER 688 | ITEM ID: 1837994
SCORE: 3.380485 | ITEM NUMBER 689 | ITEM ID: 1123219
SCORE: 3.379151 | ITEM NUMBER 690 | ITEM ID: 114715
SCORE: 3.377789 | ITEM NUMBER 691 | ITEM ID: 1836164
SCORE: 3.374686 | ITEM NUMBER 692 | ITEM ID: 262630
SCORE: 3.374048 | ITEM NUMBER 693 | ITEM ID: 694937
SCORE: 3.371578 | ITEM NUMBER 694 | ITEM ID: 1482782
SCORE: 3.370873 | ITEM NUMBER 695 | ITEM ID: 1509590
SCORE: 3.362135 | ITEM NUMBER 696 | ITEM ID: 1181349
SCORE: 3.359362 | ITEM NUMBER 697 | ITEM ID: 1740264
SCORE: 3.358959 | ITEM NUMBER 698 | ITEM ID: 1155723
SCORE: 3.357823 | ITEM NUMBER 699 | ITEM ID: 1839118
SCORE: 3.357677 | ITEM NUMBER 700 | ITEM ID: 1833223
SCORE: 3.357338 | ITEM NUMBER 701 | ITEM ID: 1008817
SCORE: 3.354015 | ITEM NUMBER 702 | ITEM ID: 1929362
SCORE: 3.353306 | ITEM NUMBER 703 | ITEM ID: 160252
SCORE: 3.352855 | ITEM NUMBER 704 | ITEM ID: 369052
SCORE: 3.352743 | ITEM NUMBER 705 | ITEM ID: 2120743
SCORE: 3.347951 | ITEM NUMBER 706 | ITEM ID: 1824909
SCORE: 3.343863 | ITEM NUMBER 707 | ITEM ID: 1466159
SCORE: 3.338438 | ITEM NUMBER 708 | ITEM ID: 1094729
SCORE: 3.338354 | ITEM NUMBER 709 | ITEM ID: 2170606
SCORE: 3.335352 | ITEM NUMBER 710 | ITEM ID: 1707608
SCORE: 3.334421 | ITEM NUMBER 711 | ITEM ID: 1029012
SCORE: 3.333280 | ITEM NUMBER 712 | ITEM ID: 116341
SCORE: 3.332432 | ITEM NUMBER 713 | ITEM ID: 1839606
SCORE: 3.328040 | ITEM NUMBER 714 | ITEM ID: 88448
SCORE: 3.326628 | ITEM NUMBER 715 | ITEM ID: 693917
SCORE: 3.323843 | ITEM NUMBER 716 | ITEM ID: 1088287
SCORE: 3.323834 | ITEM NUMBER 717 | ITEM ID: 651328
SCORE: 3.316293 | ITEM NUMBER 718 | ITEM ID: 2091557
SCORE: 3.312965 | ITEM NUMBER 719 | ITEM ID: 2207860
SCORE: 3.311650 | ITEM NUMBER 720 | ITEM ID: 1838074
SCORE: 3.308415 | ITEM NUMBER 721 | ITEM ID: 957413
SCORE: 3.305068 | ITEM NUMBER 722 | ITEM ID: 2681363
SCORE: 3.295473 | ITEM NUMBER 723 | ITEM ID: 2230183
SCORE: 3.286755 | ITEM NUMBER 724 | ITEM ID: 2229024
SCORE: 3.285377 | ITEM NUMBER 725 | ITEM ID: 1089628
SCORE: 3.283033 | ITEM NUMBER 726 | ITEM ID: 2081035
SCORE: 3.281819 | ITEM NUMBER 727 | ITEM ID: 1371129
SCORE: 3.281568 | ITEM NUMBER 728 | ITEM ID: 320996
SCORE: 3.281403 | ITEM NUMBER 729 | ITEM ID: 367762
SCORE: 3.281274 | ITEM NUMBER 730 | ITEM ID: 1621567
SCORE: 3.276505 | ITEM NUMBER 731 | ITEM ID: 1256848
SCORE: 3.275620 | ITEM NUMBER 732 | ITEM ID: 1614474
SCORE: 3.274643 | ITEM NUMBER 733 | ITEM ID: 1460865
SCORE: 3.273861 | ITEM NUMBER 734 | ITEM ID: 699244
SCORE: 3.269708 | ITEM NUMBER 735 | ITEM ID: 2000128
SCORE: 3.268249 | ITEM NUMBER 736 | ITEM ID: 2225631
SCORE: 3.263528 | ITEM NUMBER 737 | ITEM ID: 649535
SCORE: 3.263132 | ITEM NUMBER 738 | ITEM ID: 497007
SCORE: 3.263063 | ITEM NUMBER 739 | ITEM ID: 1259394
SCORE: 3.261222 | ITEM NUMBER 740 | ITEM ID: 2516286
SCORE: 3.259738 | ITEM NUMBER 741 | ITEM ID: 253038
SCORE: 3.258111 | ITEM NUMBER 742 | ITEM ID: 1509804
SCORE: 3.252260 | ITEM NUMBER 743 | ITEM ID: 2170533
SCORE: 3.249806 | ITEM NUMBER 744 | ITEM ID: 723987
SCORE: 3.248302 | ITEM NUMBER 745 | ITEM ID: 1198977
SCORE: 3.248139 | ITEM NUMBER 746 | ITEM ID: 1140759
SCORE: 3.247374 | ITEM NUMBER 747 | ITEM ID: 1617722
SCORE: 3.246678 | ITEM NUMBER 748 | ITEM ID: 342178
SCORE: 3.243213 | ITEM NUMBER 749 | ITEM ID: 330274
SCORE: 3.241185 | ITEM NUMBER 750 | ITEM ID: 1304189
SCORE: 3.239984 | ITEM NUMBER 751 | ITEM ID: 934511
SCORE: 3.239421 | ITEM NUMBER 752 | ITEM ID: 83816
SCORE: 3.238752 | ITEM NUMBER 753 | ITEM ID: 1485532
SCORE: 3.237854 | ITEM NUMBER 754 | ITEM ID: 2006099
SCORE: 3.235368 | ITEM NUMBER 755 | ITEM ID: 1262685
SCORE: 3.233342 | ITEM NUMBER 756 | ITEM ID: 1367274
SCORE: 3.231075 | ITEM NUMBER 757 | ITEM ID: 701548
